,title,desc,date,datetime,link,img,media,site
16,"Severe storms likely in Milwaukee, Green Bay and Wisconsin on Saturday",bookmark_border,Jul 22,,news.google.com/./articles/CBMifmh0dHBzOi8vd3d3Lmpzb25saW5lLmNvbS9zdG9yeS93ZWF0aGVyLzIwMjIvMDcvMjIvc2V2ZXJlLXN0b3Jtcy1saWtlbHktbWlsd2F1a2VlLWdyZWVuLWJheS1hbmQtd2lzY29uc2luLXNhdHVyZGF5LzEwMTI1NzU1MDAyL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/xw7webHpo_6ztHD8vQpHF74JtCnddlpx8UrDtY5qNyc3h4pTOUTMXvNRBNNuaxt7uz4vEiNVCl3bDyDoweCZ9549IniOk4PikpvOTK5_XxdBy2ngpGuc4f7ZTmSShPokY8YJABenZUlCkSSQHvN8ZYoQJUTl3UAmSj3Ix-TyJxaEYZboWTN_1AhDIQzPT5IMKan_FH1sh6uJC8STF8Ih7ecweJ0YZuA8EMvMU3M9pW1rV1q_UK7Q=s0-w100-h100-dcFVCEECkiLnXYoIo,,
17,"Persisting Severe Weather Brings Increased Chance of Multiple Tornadoes to Hit Texas, Nearby States",bookmark_border,Nov 4,,news.google.com/./articles/CBMiigFodHRwczovL3d3dy5uYXR1cmV3b3JsZG5ld3MuY29tL2FydGljbGVzLzU0MDI2LzIwMjIxMTA0L3BlcnNpc3Rpbmctc2V2ZXJlLXdlYXRoZXItYnJpbmdzLWluY3JlYXNlZC1jaGFuY2UtbXVsdGlwbGUtdG9ybmFkb2VzLWhpdC10ZXhhcy5odG3SAY4BaHR0cHM6Ly93d3cubmF0dXJld29ybGRuZXdzLmNvbS9hbXAvYXJ0aWNsZXMvNTQwMjYvMjAyMjExMDQvcGVyc2lzdGluZy1zZXZlcmUtd2VhdGhlci1icmluZ3MtaW5jcmVhc2VkLWNoYW5jZS1tdWx0aXBsZS10b3JuYWRvZXMtaGl0LXRleGFzLmh0bQ?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/kHJGh2dSmQ5_H4jSENqZaZS-yN0hg0LFGgwyPXohkKsfnDuIODM1FeNpjOB8SLSZYkyUMyp11gswbzZ65H9blR9AKIvPItPXy0S3BY0CjRm2PVyIL42MZIX7tjfK87-xcy2-drLWuqxnN3zd6TXa9VD9v7_oZCuYVzqgGnckK-Ey3dn7ccWWahkA4oNXTnDFWA7ORKd9pulUp5F_KadUezGhjxPqq37W4h4JN9Z1VvMAfwm3kl1-mefe=s0-w100-h100-dcAcCOJUYk2FQB,,
18,A Major Winter Storm is Forecast to deliver the First Blizzard of the Season and Snow from Canada into the United States this week,bookmark_border,Nov 8,,news.google.com/./articles/CBMiigFodHRwczovL3d3dy5zZXZlcmUtd2VhdGhlci5ldS9nbG9iYWwtd2VhdGhlci93aW50ZXItc2Vhc29uLTIwMjItMjAyMy1hcmN0aWMtb3V0YnJlYWstYmxpenphcmQtc25vdy1zdG9ybS1mb3JlY2FzdC11bml0ZWQtc3RhdGVzLWNhbmFkYS1tay_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/JNjw1IOzkqNWOf3-pyXwrU7CxUrATvzfkcHLnjFs3msxl-hOvjxhwkidnzcUyhOpYk5exChBpRDaqInuyElfH_ZRlDnJKrq-_RmzFcW2eEQ4tSxmPnp_3gZX7a-sXzrU5KaFB_RBJ-QLFcrHy33XMtUvQ6R-64n1UZ0pz1R-jL3BLg5TH7KA2sD6zs4qpdYBhrMYx6LAzJoBuecGS7i_uLEXb7kAC_JNw7vcUaHMPzc=s0-w100-h100-dcEUCGypwG,,
19,"A budding hurricane, snow and record heat could impact voters on Tuesday",bookmark_border,Nov 7,,news.google.com/./articles/CBMiU2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8xMS8wNy93ZWF0aGVyL2VsZWN0aW9uLWRheS13ZWF0aGVyLWZvcmVjYXN0LXd4bi9pbmRleC5odG1s0gFXaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyMi8xMS8wNy93ZWF0aGVyL2VsZWN0aW9uLWRheS13ZWF0aGVyLWZvcmVjYXN0LXd4bi9pbmRleC5odG1s?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/mnvF4s1rWPg7yqlOqrbdAUwgNfOXrZ-ErSre-gJp_C3fMGjBGZK2S58j-HSbxrukwpLVNo_rWBsYWkFiQydVxKNZxTCrsXVzUCmmd_H0AIkggAUGP1gUPd-Bb1on2Gfa_p1YmYzz8Owl5ZKHTDye7sQFr-MQkNNkG16GnNJdzR4Ppy1YY9RWkPNlQHwp5LdpZAGRaMCTwCUnY9I-EfDJWrNKzjmEuusW704dFCB4MMKTc9IFDpTNOeuOEe0H16Gq=s0-w100-h100-dcDRScjI1qosYC,,
20,Severe weather hits southeastern Wisconsin,bookmark_border,Jul 23,,news.google.com/./articles/CBMiTWh0dHBzOi8vd3d3LmZveDZub3cuY29tL3dlYXRoZXIvc2V2ZXJlLXRodW5kZXJzdG9ybS13YXRjaC1zZS13aXNjb25zaW4tMDcyMzIy0gFRaHR0cHM6Ly93d3cuZm94Nm5vdy5jb20vd2VhdGhlci9zZXZlcmUtdGh1bmRlcnN0b3JtLXdhdGNoLXNlLXdpc2NvbnNpbi0wNzIzMjIuYW1w?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/OVUX_dR3eB1bFEEElpfFIowI5mCHaVouU9ecqAoIVpeWWELK8FUiMUbApl0mq6T8BfgAEycXuk6G6mWpOdpTsdPLUNE0fPNklqW9kq9ggsV_6D04mGpLFbJZSC1acPkuBiI8rlZMKSJkkvyKS8lCnFPspRE2iZDwFTELtdzhWFbE-JTtktUpHV0s8xGXAGCngh1kgh7nN3URSsh77Q=s0-w100-h100-dcGZMW,,
21,October feels lull in severe weather as hurricane season fades,bookmark_border,Nov 4,,news.google.com/./articles/CBMiZmh0dHBzOi8vd3d3LmZveHdlYXRoZXIuY29tL3dlYXRoZXItbmV3cy9vY3RvYmVyLWZlZWxzLWx1bGwtaW4tc2V2ZXJlLXdlYXRoZXItYXMtaHVycmljYW5lLXNlYXNvbi1mYWRlc9IBamh0dHBzOi8vd3d3LmZveHdlYXRoZXIuY29tL3dlYXRoZXItbmV3cy9vY3RvYmVyLWZlZWxzLWx1bGwtaW4tc2V2ZXJlLXdlYXRoZXItYXMtaHVycmljYW5lLXNlYXNvbi1mYWRlcy5hbXA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/cRNevQr0PxJBnjVNGNQrrAcVVBhW293FvQDU278hUlQQx4CIfHagsEZUxFdL6FL0D5653l1aV8HRnH9Hyh3BlzrN-psj8kkFgh7seJaDBB6xJireiJZqTNRyNHLS4gDhyCdSOx6TqJgs2XpUDCY2f-1WDtF84iWfFTFwQefaab371z97P6a7wA7YNb8r1t4tmR_jg13NVeQzZv0wUCWSWMOhd00O7LnRrsOAhJ0coeVrosHxLxNN5ifA=s0-w100-h100-dcgTGOra0I,,
22,"Tornadoes, severe storms possible across Wisconsin on Wednesday",bookmark_border,Jun 14,,news.google.com/./articles/CBMieWh0dHBzOi8vd3d3Lmpzb25saW5lLmNvbS9zdG9yeS93ZWF0aGVyLzIwMjIvMDYvMTQvdG9ybmFkb2VzLXNldmVyZS1zdG9ybXMtcG9zc2libGUtYWNyb3NzLXdpc2NvbnNpbi13ZWRuZXNkYXkvNzYyMjI1ODAwMS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/LBbLxpwqUKaiK1vHxlU4dBV76StndyCzbHOXB0cbYmHZeShPNgJKRcDd0xLn0lxNwDIxnhgFRFZwSWeDNXOK7pXw8Z6HX5L8RlgbyK7Nya-jBScYu2cKIkUy1wGbiMH5DA4usnn900VBTq1z3lbJzmRT5F5u0bAoIKO0h4ID8TxtbiagG6WTKpj8BosjwTo9tYadeZExz4p8BcjwJj6YfNF9DA6gIKIornGPd1FT7cFMzTLS=s0-w100-h100-dcDQGM8Khla2ED,,
23,Southeast Wisconsin severe weather: 6 tornadoes reported,bookmark_border,Oct 12,,news.google.com/./articles/CBMiVWh0dHBzOi8vd3d3LmZveDZub3cuY29tL3dlYXRoZXIvc291dGhlYXN0LXdpc2NvbnNpbi1zZXZlcmUtd2VhdGhlci10b3JuYWRvZXMtcmVwb3J0ZWTSAVlodHRwczovL3d3dy5mb3g2bm93LmNvbS93ZWF0aGVyL3NvdXRoZWFzdC13aXNjb25zaW4tc2V2ZXJlLXdlYXRoZXItdG9ybmFkb2VzLXJlcG9ydGVkLmFtcA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/sXFq1X8Pzr1YhijxhkC1EtJ8ImRPtryHAwORFMDkkq0EkpEhZfvVGmGnayA3NNkFzA6FcUpb0LJip7qX246n2gdOf7-UZk3kO-jiOI5Ip4RnLp4eAPR7hQBr7xrO-ixw941kpZEoMxDR1UpQHRr0LcItw4p9te3qKCqBTC00sLYyoX5Qnd_BWiFKgIPE1dUv-mwG=s0-w100-h100-dcCfAA,,
24,"Warming up Wednesday, but a strong cold front arrives Thursday in southern Wisconsin",bookmark_border,Nov 9,,news.google.com/./articles/CBMipgFodHRwczovL3d3dy53aXNjbmV3cy5jb20vd2VhdGhlci93YXJtaW5nLXVwLXdlZG5lc2RheS1idXQtYS1zdHJvbmctY29sZC1mcm9udC1hcnJpdmVzLXRodXJzZGF5LWluLXNvdXRoZXJuLXdpc2NvbnNpbi9hcnRpY2xlX2NmYjQ0ZjZkLWNhYzAtNWVmZi1iZGFjLTkzZWQyZWMwN2RhZC5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/XAvekoUtXs1KG0yA7n8LLVayxDdP4xXeL-J9accagvvZE-Asb8lLV5Jv-KXMSJy6KgUc-csCox5q9ZC3P-h4eHYwFg3Pad0bdvsWYLVhFzDXt50JIRiDYvRTtWgXlhRQPRts7SxaYMpN5ehgtG_QT5ZUixdDzGJ-RMY55VObbSMzkS3_zV5A_V9zetdC3sIXRRGIgi-pjnMOq4RpGXjCOyxV6H8xFTASb2zcLiMfqjbix6olYrJfZS4HiW-dL6NqfxHg2Q6X2g87P4E=s0-w100-h100-dciQGQbA0I,,
25,Severe weather outbreak Wednesday night was a historic one for Wisconsin,bookmark_border,"Dec 16, 2021",2021-12-16 00:00:00.000000,news.google.com/./articles/CBMiZWh0dHBzOi8vd3d3LmNoYW5uZWwzMDAwLmNvbS9zZXZlcmUtd2VhdGhlci1vdXRicmVhay13ZWRuZXNkYXktbmlnaHQtd2FzLWEtaGlzdG9yaWMtb25lLWZvci13aXNjb25zaW4v0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/mjWoL9xdmq3g5xAyUspgKhsHkohJrRZKusY4xz346MZWxegwAI5LUWRZLa2SkmdN77YZUI_Vd7Xt8SKMyS3qfcwwHqvenzNwgb4Ty1xoJlRcTi5YN1ekLlTj4D9tAw=s0-w100-h100-dcDRSQzLEG,,
