,title,desc,date,datetime,link,img,media,site
10,"Report finds hospital charity care declined, medical debt rose in 2021",bookmark_border,Nov 15,,news.google.com/./articles/CBMib2h0dHBzOi8vd2lzY29uc2luZXhhbWluZXIuY29tLzIwMjIvMTEvMTUvcmVwb3J0LWZpbmRzLWhvc3BpdGFsLWNoYXJpdHktY2FyZS1kZWNsaW5lZC1tZWRpY2FsLWRlYnQtcm9zZS1pbi0yMDIxL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/LoXOX3o8aUANC77Sxrv3L-mXnqcR8YP49Z8KtT2Ops6gV7JqJyDwvotO8pJIK0rwumoEastEFZ-xkdsdaiejYBz4IfB63w9o66iRbevzKMq3mt4ZhzU4JYKez_5wgNjc9a3X9Z0Iln_-G4oi=s0-w100-h100-dclYOIbUUE,,
11,Pelosi shattered the marble ceiling and leaves a historic leadership legacy,bookmark_border,Nov 19,,news.google.com/./articles/CBMiWWh0dHBzOi8vd3d3Lndwci5vcmcvcGVsb3NpLXNoYXR0ZXJlZC1tYXJibGUtY2VpbGluZy1hbmQtbGVhdmVzLWhpc3RvcmljLWxlYWRlcnNoaXAtbGVnYWN50gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/Dzz1P4ZOORzRFz-70XHoKUg_v9f__R92Y9gNPhUzTFir97NZbRjCCWAA9sBWEaCNNBzAjXTpgUNc4yZDlCm4BwXrgqPZ7RQSl8qAL0QuXAvwWrT6YyGNBZYsxxpC3buy9dh2QKTAtrJx6LZ5AeKNo08YoCQRD06LXlxtHMPbpMbuUTHOiR1Xm_t0=s0-w100-h100-dcKSSGjT0E,,
12,"'Me, not me': Anne Strainchamps and Ray Suarez talk about reporting on poverty and why the care economy matters",bookmark_border,6 days ago,2022-11-26 19:52:23.259080,news.google.com/./articles/CBMiZmh0dHBzOi8vd3d3Lndwci5vcmcvYW5uZS1zdHJhaW5jaGFtcHMtcmF5LXN1YXJlei1yZXBvcnRpbmctcG92ZXJ0eS1jYXJlLWVjb25vbXktZ29pbmctZm9yLWJyb2tlLXR0Ym9va9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/RHopOEG7-39CYiiQogv-DNpZD0b8IVKNysTwJRxQz5s8DkWgc_xpgLV1Co8dVzqCQ0UzdWJ_Eb2tW1KWGdYoZWkC4tN20Ij-0cYM7LFB1GiwQSEduY4z8veXhamMstTjXjoYK6g=s0-w100-h100-dcoQOKbRkH,,
13,Wisconsin domestic violence deaths hit all-time high; shelters jammed,bookmark_border,Nov 8,,news.google.com/./articles/CBMijAFodHRwczovL3d3dy5ncmVlbmJheXByZXNzZ2F6ZXR0ZS5jb20vc3RvcnkvbmV3cy8yMDIyLzExLzA4L3dpc2NvbnNpbi1kb21lc3RpYy12aW9sZW5jZS1kZWF0aHMtaGl0LWFsbC10aW1lLWhpZ2gtc2hlbHRlcnMtamFtbWVkLzEwNDM1ODkzMDAyL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/fQthcp4CzSK9XxFThKaLjpUqB4uHf-8xlAnxy5qLRcIarbpQU7vWzQ18yBDtdFLB8-XRjQl3JFxE8nTz1eeaVmQLZo40h1XHSPrdRO4v39SCSFnByYEI65VtmeIehmFU7Boo57wf53GqU75fPa2BbMmWQsAzRBlc82VY-vXbeZDiG1Bn-NIn35iooxuS=s0-w100-h100-dcDTKUUSEJ,,
14,5 major revelations about the collapse of crypto giant FTX,bookmark_border,Nov 23,,news.google.com/./articles/CBMiR2h0dHBzOi8vd3d3Lndwci5vcmcvNS1tYWpvci1yZXZlbGF0aW9ucy1hYm91dC1jb2xsYXBzZS1jcnlwdG8tZ2lhbnQtZnR40gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/haUuekVzA-DT_RMbfLFOKOwNvqY277WWCy6Yze_c0Y1q9nwE4JID_8ls6wpXAD0UOcX0ws5HUODYwYBbbMgk35cF8P_lCN1Z-6GAeNSUx3lDnpbwzCSZBD_pbQ1WRwDZz9BH_TYcxDihfFzlK1dHUESVgsJKlbAW-bYjC7iyAMx_1EuhicbfnuBCAehAwQ=s0-w100-h100-dcvTOBUt0B,,
15,Your 2022 Guide to Giving Back in MKE,bookmark_border,3 days ago,2022-11-29 19:52:23.260574,news.google.com/./articles/CBMiQ2h0dHBzOi8vd3d3Lm1pbHdhdWtlZW1hZy5jb20veW91ci0yMDIyLWd1aWRlLXRvLWdpdmluZy1iYWNrLWluLW1rZS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/KOG3QB7ptg_I86i3x1cYzoxWg0cF9aUXIdCN_5fBADeNGejbp0rJjrichXhIo9nvGtEFSMPmd2Omwp4DbbDN8dTZduYBuh-eekDKfEbetCWPoWB6RHc7qNkca4bplyqVb_NnoKF5uOdb3fk=s0-w100-h100-dciVGKpSFoPVEB,,
16,"Palos Lions Club Begins Sale Of Wreaths, Wisconsin Trees For Holidays",bookmark_border,6 days ago,2022-11-26 19:52:23.261083,news.google.com/./articles/CBMiXmh0dHBzOi8vcGF0Y2guY29tL2lsbGlub2lzL3BhbG9zL3BhbG9zLWxpb25zLWNsdWItYmVnaW5zLXNhbGUtd3JlYXRocy13aXNjb25zaW4tdHJlZXMtaG9saWRheXPSAXJodHRwczovL3BhdGNoLmNvbS9pbGxpbm9pcy9wYWxvcy9hbXAvMzEwNTU3MTcvcGFsb3MtbGlvbnMtY2x1Yi1iZWdpbnMtc2FsZS1vZi13cmVhdGhzLXdpc2NvbnNpbi10cmVlcy1mb3ItaG9saWRheXM?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/EQKvIe737yPADHWZczEExdngSHDMAWTzoRTairYjA1ZQoIusPzv3S9r99e9WqEQ6ajfNgFo8Jva2rJL-nVJ2GVtXVr1OnGH--IS2TjjXtbz-KNf3Cr1lv7Ji8qEDlHAgvd5KVEa_LtqnIut01OlOY_tOPcwmcyjshZGjYUu1ITfGSJ11L9lZxMavpcG2kvEGLC0cEPFBBvqEDgF-Ohw4ijnhC8rzDP4RKqs=s0-w100-h100-dcDRIk,,
17,How The Right Developed Its Victim Complex,Opinion,2 days ago,2022-11-30 19:52:23.261591,news.google.com/./articles/CBMiTWh0dHBzOi8vdGFsa2luZ3BvaW50c21lbW8uY29tL2NhZmUvaG93LXRoZS1yaWdodC1kZXZlbG9wZWQtaXRzLXZpY3RpbS1jb21wbGV40gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/Jwi2yKsjAGi8H8w9FJaTV0A0GmswK8bihhHi9LTd6_kwjoxkMTa4JRVilT5xy9RKgL5A-7HWhdzTfh3lK8nNdpWZuPjRuXqN6JZ4B1myWo95b-ZFoq1x2aCnlTcHYbbVYFWSPr8=s0-w100-h100-dcDWOYpqaoXAwC,,
18,"In an unprecedented economic recovery, why are we only talking about inflation?",bookmark_border,May 16,,news.google.com/./articles/CBMid2h0dHBzOi8vd2lzY29uc2luZXhhbWluZXIuY29tLzIwMjIvMDUvMTYvaW4tYW4tdW5wcmVjZWRlbnRlZC1lY29ub21pYy1yZWNvdmVyeS13aHktYXJlLXdlLW9ubHktdGFsa2luZy1hYm91dC1pbmZsYXRpb24v0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/dFV6U_RbVMQwo4GorrW5kElZyd2c9NhjTo7Z_ftRoV6mo4uPZLmFLlbpYx1JImo_jy6Cke31ZlVXSW-CMQBc9EnX-rLki0p6D1NfzTNqq46FpeiqYSjfB9Nz7VP7CURpSLg5MbyHcOpGX2A4hg=s0-w100-h100-dcAQCIxpRlRDUpNHs,,
19,Healthcare Influencers,bookmark_border,7 hours ago,2022-12-02 12:52:23.262583,news.google.com/./articles/CBMiPGh0dHBzOi8vd3d3Lmdsb2Jlc3QuY29tLzIwMjIvMTIvMDIvaGVhbHRoY2FyZS1pbmZsdWVuY2Vycy0zL9IBQmh0dHBzOi8vd3d3Lmdsb2Jlc3QuY29tLzIwMjIvMTIvMDIvaGVhbHRoY2FyZS1pbmZsdWVuY2Vycy0zLz9hbXA9MQ?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/Dg96H6MxYJ-Fvy-JOUYD1GDOmZgebq6KjjGtypBeQnSvLWL2ELVHzSOgc9omb6q4niKlfcoGhcWiNB2N9GpL8FA04uqgO1UTXfbEE3FbhhD_cOJrO71M0G2XiA-jQwkcYyTS_GDZE3kU71U=s0-w100-h100-dcCaMM,,
20,"ASM discusses Continue to Raise Campaign, bylaws · The Badger Herald",bookmark_border,Yesterday,2022-12-01 19:52:23.263077,news.google.com/./articles/CBMiWWh0dHBzOi8vYmFkZ2VyaGVyYWxkLmNvbS9uZXdzLzIwMjIvMTEvMzAvYXNtLWRpc2N1c3Nlcy1jb250aW51ZS10by1yYWlzZS1jYW1wYWlnbi1ieWxhd3Mv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/JAQk_oHGTJR9bzQO5UsqJkE-ESyHUj0azkZ01TzcjMAL8UmmeJduwaflaeYd2krY5Uh_YxdvTlm1XOawbTmFphQHNIx-ZT5NGnRxVYk0zlpWfWeMXhJUDmgRYmc_xg=s0-w100-h100-p-df,,
21,Wisconsin receives $15 million grant to help with child care crisis,bookmark_border,Nov 1,,news.google.com/./articles/CBMijAFodHRwczovL3d3dy5wb3N0Y3Jlc2NlbnQuY29tL3N0b3J5L25ld3MvZWR1Y2F0aW9uLzIwMjIvMTEvMDEvd2lzY29uc2luLXJlY2VpdmVzLTE1LW1pbGxpb24tZ3JhbnQtdG8taGVscC13aXRoLWNoaWxkLWNhcmUtY3Jpc2lzLzY5NTk3Nzc5MDA3L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/jTr7IYdoDG24nq9nwaKmRFDFOjKxa5y708aerN0OE87LXr2Ktw_xBVDkKJuk_1uIZWGPStz2DIcXcsvY3klLNxZHW2FxN0AlSoZ_ScyBJdgK3HEGcnp62n5DHQNdliiik0xSHwO7XFHX6nKLCJz9CXFIHD_J3rhHJu_NGNR-52cF2qVTElzJHmIZlWRNN2yeKT3iBTYTTOhttTVaXpApbsotraMTOU4_Nsmk8hsnWaDea-G0VTz5=s0-w100-h100-dcHQKITIlrNcoB,,
22,Labour Holds Key UK Seat in First Electoral Test For Sunak,bookmark_border,11 hours ago,2022-12-02 08:52:23.264111,news.google.com/./articles/CBMiPmh0dHBzOi8vbmV3cy55YWhvby5jb20vbGFib3VyLWhvbGRzLWtleS11ay1zZWF0LTAzMzk1Nzc1Mi5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/KCWxSsI1KHY4pT2Usp6fCdTtGUUKMYugULdDKIaklQWcEOHwiBQLyU2B2XRf-CVsgTqz4zY4_INH4OfJypUqIxlnW94owoL4HHqYwADtVFnCJitr9QPKhw2x1OcAKjbJh6lqjjMY-HgDyuxrO2spEMpaXvQPuOGNLvIIybte00Zu30JF-j3bd7pIDQJ6JdKNNVlS4YgY8aXbf1kMEcvMQV-5ezjeCHVbl49SjnBezX3YszXqhROKzAJanh3wHHkYwWzAXib4zJxBuP8WaOqaC5LR=s0-w100-h100-dcASGcbp0J,,
23,End of Year Giving: The Need is Greater than Ever and Universal,bookmark_border,Yesterday,2022-12-01 19:52:23.264627,news.google.com/./articles/CBMibGh0dHBzOi8vc2hlcGhlcmRleHByZXNzLmNvbS9sZ2J0cS9teS1sZ2J0cS1wb3YvZW5kLW9mLXllYXItZ2l2aW5nLXRoZS1uZWVkLWlzLWdyZWF0ZXItdGhhbi1ldmVyLWFuZC11bml2ZXJzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/eZ1eOrfBha0eGqNTOBDS-tg7pS5jo_gka1iw292hMjesycCdj6lcnuB5ZIcS8Ah6nihqQ2i6rokVM_uxtzHCff-lSxoyIqSH7kjv-aXIgIe1Hqm5kfEGu8psyTP1Ief4fMvsqjxYAKjQMQ3diojugg0k6lJ3T6LEoEDrBeQK2hClMTvk2E-jcQS5XbLpbKQ=s0-w100-h100-dciQKAixkF,,
24,How To Steer Money For Drinking Water To Communities That Need It Most,bookmark_border,3 hours ago,2022-12-02 16:52:23.265123,news.google.com/./articles/CBMiUWh0dHBzOi8vbmV4dGNpdHkub3JnL3VyYmFuaXN0LW5ld3MvaG93LXRvLWdldC1tb25leS1kcmlua2luZy13YXRlci1zZXdlci11cGdyYWRlc9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/vaSOPXBUoXWt5bNJyHDMRBPQXiye4px7hPgkjScBN36hFGomvntnbh9FylUvLJXilkNZGjDig859Xx9Dr8AJDQR15eYbnvRhhDqiLfDlKNGuAqs03pLKrkXzjx59=s0-w100-h100-dckWeQaKYH,,
25,"Milwaukee's economy took a hit during pandemic, recovery has been slow",bookmark_border,Jun 30,,news.google.com/./articles/CBMihwFodHRwczovL3d3dy5qc29ubGluZS5jb20vc3RvcnkvbmV3cy9zb2x1dGlvbnMvMjAyMi8wNi8zMC9taWx3YXVrZWVzLWVjb25vbXktdG9vay1oaXQtZHVyaW5nLXBhbmRlbWljLXJlY292ZXJ5LWhhcy1iZWVuLXNsb3cvNzY4MzMxNzAwMS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/xrsV56oA10tsiOLWtUBy4JOF1KitGjl6EGgH6mAjeCe-epL9Sw8WYIls1mLvhhlCLFpdt-piJjLmmsDnT4UsSUEYjllaVGNV-nQOdKh9n-9h8LPVvr93SrKBnVblygnEMTDxJ799zEowdPb7QEB9dxAiBsiyNsGdL7dDmIa1zXCeunBnABsHEgboDzQ1=s0-w100-h100-dcDSKOJhUqPcyZKGQ,,
26,State Pension Contributions Hit Important Benchmark,bookmark_border,Oct 19,,news.google.com/./articles/CBMie2h0dHBzOi8vd3d3LnBld3RydXN0cy5vcmcvZW4vcmVzZWFyY2gtYW5kLWFuYWx5c2lzL2lzc3VlLWJyaWVmcy8yMDIyLzEwL3N0YXRlLXBlbnNpb24tY29udHJpYnV0aW9ucy1oaXQtaW1wb3J0YW50LWJlbmNobWFya9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/yyGqlwYdBM4Q4b5g7C07pulX_mMdFm_H4033rsmOrZtUCDfr4GbHYBqGFF0QoYBWvzp2Tucp-Q3Y8ry2ZWVS16zFqg36J9Z4Gl-sgzauxUVeRhgxva_UgFAOBVTjW6AWSY22AG6mE-cBd74l2mkUMi2B2HZYU6EXDDhmxubzuXUm=s0-w100-h100-dcASEE,,
27,Instant Economic Stimulus Is Coming to Hundreds of Thousands in Wisconsin as Biden Lops Education Debts,bookmark_border,Aug 24,,news.google.com/./articles/CBMijQFodHRwczovL3Vwbm9ydGhuZXdzd2kuY29tLzIwMjIvMDgvMjQvaW5zdGFudC1lY29ub21pYy1zdGltdWx1cy1pcy1jb21pbmctdG8taHVuZHJlZHMtb2YtdGhvdXNhbmRzLWluLXdpc2NvbnNpbi1hcy1iaWRlbi1sb3BzLWVkdWNhdGlvbi1kZWJ0cy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/9Mp5tManpo6lk1u0ioUJfZDbNG6AYnrc80rq0RzIsYiG6HFZ_90M1AUygsAq5wrV6RyzGsbyeUAk7UBDd9rIXwxl6HicdPuh7k4hz8R6g6YQJXQhlemDtvAwJiATY6t0aLMDJQz1KztVKIV4ElZIQtntHPvVx9Ic=s0-w100-h100-dcFSKKhxKrkvRoDZo,,
28,UW-Madison Chancellor: 'We're in a real financial crisis',bookmark_border,"Aug 12, 2020",2020-08-12 00:00:00.000000,news.google.com/./articles/CBMiemh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL3ZpcnVzLW91dGJyZWFrLWxlZ2lzbGF0dXJlLW1hZGlzb24td2lzY29uc2luLWZpbmFuY2lhbC1tYXJrZXRzLTJkNDk3NTJmZDk3MGQ2YjJhZTIxYTkzYmYyMDM3OTZl0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/S_Ocu6HP0CxRQv8OUiEOguNYigTTVr2PZQYvUynS8MSYguEaJr8gjLx5R-EpOeeOtr0H2qKH3wZcdMPX-817eP0BlqGMzY4k1QPb53t_G7M4TXW-biADXyPvN1R25W0tnazE3gtlQXiMRXFkmucMUswacw=s0-w100-h100-dcHTWMy50I,,
29,A legacy of past choices: Milwaukee's housing crisis explained,bookmark_border,Jun 14,,news.google.com/./articles/CBMiS2h0dHBzOi8vd3d3Lndwci5vcmcvbGVnYWN5LXBhc3QtY2hvaWNlcy1taWx3YXVrZWVzLWhvdXNpbmctY3Jpc2lzLWV4cGxhaW5lZNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/7a1S82TqezEtfa_wYAvEN1pqq60-DMl6OOO3SIdqxcANr6gTT49oVgdhpXi_fffqmz95CfkgRbkS3szEoSr_T_-ZEAviHOPtXAwdnX6U5dFONbejQS9d90RUNA=s0-w100-h100-dcJSKQjZUJ,,
30,States' Unfunded Pension Liabilities Persist as Major Long-Term Challenge,bookmark_border,Jul 7,,news.google.com/./articles/CBMijwFodHRwczovL3d3dy5wZXd0cnVzdHMub3JnL2VuL3Jlc2VhcmNoLWFuZC1hbmFseXNpcy9hcnRpY2xlcy8yMDIyLzA3LzA3L3N0YXRlcy11bmZ1bmRlZC1wZW5zaW9uLWxpYWJpbGl0aWVzLXBlcnNpc3QtYXMtbWFqb3ItbG9uZy10ZXJtLWNoYWxsZW5nZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/i8-UQg8JUvGXuUtDz6FNcjEpBJtOhds6xaIvY_Aah2K6CgPsEzkJC8B7jdYg7kzSpQg148ZWfePX10yLRWmoyApQ-WpiMJuUG-FWSsyWG2pHpMW5IC93aw3BXb6X0XCfSRatOE3GMJ05FF8LDCHRS-inXrxHyhzmmTbHi2tSyED926E5zMWYnt3nWmzb=s0-w100-h100-dcAVKOTrUF,,
